20200505,20200510,20200517,20200522,20200529,20200603,20200610,20200615,20200622,20200627,20200704,20200709,20200716,20200721,20200728,20200802,20200809,20200814,20200821,20200826,20200902,20200907,20200914,20200919,20200926,20201001,20201008,20201013
-29.392773990166997,-9999.0,-25.940286524240328,-9999.0,-21.650538149742626,-9999.0,-18.019716971379253,-9999.0,-26.447056416382505,-9999.0,-24.47940278901305,-9999.0,-22.48193785647789,-9999.0,-19.450364508920533,-9999.0,-14.187513951090748,-9999.0,-16.834990850074476,-9999.0,-20.954098855298827,-9999.0,-15.128427584884427,-9999.0,-17.98841424864316,-9999.0,-16.800809358823447,-9999.0
-24.22511286621776,-9999.0,-23.748040646818808,-9999.0,-23.442327275274657,-9999.0,-20.058230939485068,-9999.0,-23.24063419391251,-9999.0,-25.94741001098025,-9999.0,-17.820046212568556,-9999.0,-16.27312621478854,-9999.0,-13.826653442535108,-9999.0,-18.375200037159786,-9999.0,-18.394016277989568,-9999.0,-14.614642503894274,-9999.0,-20.039833044139908,-9999.0,-19.65105562930058,-9999.0
-21.17181784730842,-9999.0,-22.75560021109665,-9999.0,-20.484840318465004,-9999.0,-18.15820348664949,-9999.0,-20.367646134005934,-9999.0,-24.04419688389305,-9999.0,-25.094888028315395,-9999.0,-17.24090217103052,-9999.0,-20.974123289854425,-9999.0,-13.231838634868927,-9999.0,-16.69407145257314,-9999.0,-14.547715951464255,-9999.0,-17.936477196532067,-9999.0,-14.114668784783321,-9999.0
-26.35326514787198,-9999.0,-23.898293052810416,-9999.0,-21.959915423520044,-9999.0,-18.23575677450089,-9999.0,-24.499031446916362,-9999.0,-25.18610866949772,-9999.0,-25.75971435313127,-9999.0,-22.65474267693619,-9999.0,-26.156314689871763,-9999.0,-15.803043266549327,-9999.0,-12.225436251377067,-9999.0,-16.534078810946458,-9999.0,-17.631474204557573,-9999.0,-13.643236379080706,-9999.0
-25.08269177614131,-9999.0,-23.293362019275285,-9999.0,-23.66323137439145,-9999.0,-18.703740169124067,-9999.0,-20.384712683719364,-9999.0,-23.17499345155541,-9999.0,-17.770013758165693,-9999.0,-17.87458486965958,-9999.0,-19.674022458444604,-9999.0,-17.854979119563406,-9999.0,-14.138908010357785,-9999.0,-12.513774314624756,-9999.0,-18.768494532805555,-9999.0,-16.077112610756124,-9999.0
-25.085670283212014,-9999.0,-28.931070563042226,-9999.0,-17.515089182781214,-9999.0,-19.087192282887226,-9999.0,-22.30721974329743,-9999.0,-18.354371106099947,-9999.0,-16.960920316642124,-9999.0,-16.241325873134322,-9999.0,-19.855429705371552,-9999.0,-13.934071784085779,-9999.0,-18.22630168969329,-9999.0,-11.575220636025385,-9999.0,-11.887167473930516,-9999.0,-13.338483975766973,-9999.0
-17.816408378759114,-9999.0,-21.028085915007487,-9999.0,-18.411329815954822,-9999.0,-18.848652175938767,-9999.0,-19.961342091414718,-9999.0,-19.384358785886807,-9999.0,-24.666148679903674,-9999.0,-18.98686206512348,-9999.0,-17.505166572456677,-9999.0,-16.835140733027323,-9999.0,-14.224092659480615,-9999.0,-13.825607836531262,-9999.0,-14.271305630900324,-9999.0,-13.522157440226536,-9999.0
-22.282688013054766,-9999.0,-28.071377682867336,-9999.0,-25.903234416038647,-9999.0,-20.2119837098318,-9999.0,-18.26661422458772,-9999.0,-21.63466354999549,-9999.0,-22.86777899461004,-9999.0,-16.324349949075827,-9999.0,-18.69122476079998,-9999.0,-17.868790956217172,-9999.0,-16.780689422308225,-9999.0,-14.744110967719815,-9999.0,-14.298312440758693,-9999.0,-15.135417160717225,-9999.0
-22.868749409366146,-9999.0,-24.110799912035,-9999.0,-23.221476810402866,-9999.0,-18.92306781124968,-9999.0,-23.2859296127362,-9999.0,-22.169878496627806,-9999.0,-21.648651450535503,-9999.0,-18.782224252334853,-9999.0,-16.56268047738942,-9999.0,-14.169365893754327,-9999.0,-14.601171536106728,-9999.0,-15.455884917276386,-9999.0,-14.073145656131565,-9999.0,-13.586677525809002,-9999.0
-26.17668650965117,-9999.0,-25.64668853575251,-9999.0,-24.345920337628066,-9999.0,-18.605271595186046,-9999.0,-20.704225280712734,-9999.0,-23.00944509196231,-9999.0,-20.32458828608372,-9999.0,-21.757129524094204,-9999.0,-16.230856879218752,-9999.0,-14.481677539047524,-9999.0,-15.959840840026608,-9999.0,-13.124185094990814,-9999.0,-15.756779926573946,-9999.0,-15.7505825257406,-9999.0
-23.85397577885441,-9999.0,-24.73838289007368,-9999.0,-23.491535613845592,-9999.0,-16.959596597954622,-9999.0,-23.923164262032643,-9999.0,-15.81971081312043,-9999.0,-18.319973659895965,-9999.0,-22.91699999718779,-9999.0,-15.03823434895668,-9999.0,-16.770580848762428,-9999.0,-16.753673222547384,-9999.0,-12.3585266151337,-9999.0,-14.24220191078705,-9999.0,-14.873807234506032,-9999.0
