20200505,20200510,20200517,20200522,20200529,20200603,20200610,20200615,20200622,20200627,20200704,20200709,20200716,20200721,20200728,20200802,20200809,20200814,20200821,20200826,20200902,20200907,20200914,20200919,20200926,20201001,20201008,20201013
-21.03819903627868,-9999.0,-14.210755055685578,-9999.0,-12.331892285093527,-9999.0,-12.470414081866902,-9999.0,-14.340611758678687,-9999.0,-9.443959058751133,-9999.0,-11.061989438941398,-9999.0,-17.147626783366967,-9999.0,-9.788140735150296,-9999.0,-6.738023569684181,-9999.0,-8.922049362300369,-9999.0,-11.961395955355512,-9999.0,-10.61312324009323,-9999.0,-13.319126331202648,-9999.0
-20.6850169274916,-9999.0,-17.094231915194552,-9999.0,-14.053121100219474,-9999.0,-9.427033741714109,-9999.0,-13.32965101505352,-9999.0,-12.532029554142824,-9999.0,-10.606458514981227,-9999.0,-11.891725939374954,-9999.0,-6.042789784888687,-9999.0,-8.56913651236572,-9999.0,-8.316801260366077,-9999.0,-12.320036034063461,-9999.0,-10.410605011130947,-9999.0,-13.670773214237528,-9999.0
-17.694027594611473,-9999.0,-19.697769689356296,-9999.0,-11.904499905039616,-9999.0,-11.260904449725153,-9999.0,-11.451626503437069,-9999.0,-10.226820114668227,-9999.0,-15.328917455145906,-9999.0,-13.670793934033739,-9999.0,-10.658330234435716,-9999.0,-8.380357927491298,-9999.0,-11.5200570594452,-9999.0,-12.758903503651366,-9999.0,-9.542605329187564,-9999.0,-9.041902129214002,-9999.0
-16.80908548940314,-9999.0,-17.647891149669032,-9999.0,-14.035726098909675,-9999.0,-12.016804163086816,-9999.0,-13.821180272259953,-9999.0,-10.477160579059817,-9999.0,-10.213732384073527,-9999.0,-12.852694744627517,-9999.0,-11.188247648002744,-9999.0,-8.126211732479867,-9999.0,-10.613116532620401,-9999.0,-11.97630228996946,-9999.0,-10.649130271673073,-9999.0,-11.000555300862398,-9999.0
-17.517578634277974,-9999.0,-17.511352206039824,-9999.0,-14.24941911760817,-9999.0,-11.736494629029412,-9999.0,-12.905109656222146,-9999.0,-11.51144363996048,-9999.0,-10.639399369930887,-9999.0,-11.85293680140941,-9999.0,-14.605233480732036,-9999.0,-10.333692922361633,-9999.0,-16.335468332296465,-9999.0,-10.066618452961373,-9999.0,-10.471221518167182,-9999.0,-9.914044044953377,-9999.0
-18.10575447235876,-9999.0,-15.624881682456927,-9999.0,-18.819817567814805,-9999.0,-12.64373228765306,-9999.0,-12.330469872274337,-9999.0,-11.46498913417629,-9999.0,-10.662194090909727,-9999.0,-11.148908667699246,-9999.0,-11.180505860940276,-9999.0,-9.439961022374014,-9999.0,-8.800506758911412,-9999.0,-10.617589362317963,-9999.0,-11.794407400642946,-9999.0,-11.448119958384837,-9999.0
-17.817462410463786,-9999.0,-12.382875308289805,-9999.0,-19.672916073800614,-9999.0,-10.297586896558368,-9999.0,-13.884903571999464,-9999.0,-11.636599011716967,-9999.0,-12.21649941276374,-9999.0,-10.094217328693727,-9999.0,-10.866641051334868,-9999.0,-10.680231277415944,-9999.0,-11.025840007659843,-9999.0,-8.462367798703728,-9999.0,-13.08318526521507,-9999.0,-8.036198536832401,-9999.0
-20.87556542506057,-9999.0,-15.191012113053867,-9999.0,-19.930206667548827,-9999.0,-8.747205532919384,-9999.0,-12.367303483023136,-9999.0,-10.079827903903858,-9999.0,-11.455107835527036,-9999.0,-12.637307599134571,-9999.0,-9.797797760040504,-9999.0,-11.876225804758466,-9999.0,-9.97457938784509,-9999.0,-14.35651112120686,-9999.0,-8.950386988030171,-9999.0,-8.516741747758786,-9999.0
-17.322443442155553,-9999.0,-17.768540956986946,-9999.0,-14.325220623650575,-9999.0,-8.664504568144496,-9999.0,-9.55737827470642,-9999.0,-7.760866858457343,-9999.0,-11.132926622928894,-9999.0,-12.787069990030112,-9999.0,-11.38126516795614,-9999.0,-8.287847377809985,-9999.0,-11.18377515155535,-9999.0,-11.744723721145457,-9999.0,-9.113389464144236,-9999.0,-9.636870856648935,-9999.0
-15.099351199965925,-9999.0,-17.24992186006676,-9999.0,-13.3044964016289,-9999.0,-9.06248010057839,-9999.0,-10.627831532995843,-9999.0,-9.612553897996456,-9999.0,-11.051640477635722,-9999.0,-10.606871156057844,-9999.0,-9.747254605729244,-9999.0,-5.262329653413803,-9999.0,-11.95877547972698,-9999.0,-9.177011220575947,-9999.0,-8.590872795006922,-9999.0,-9.711422102103297,-9999.0
-14.014656818815908,-9999.0,-15.156582787516491,-9999.0,-15.677856972472105,-9999.0,-7.3868294000903525,-9999.0,-10.830266252936273,-9999.0,-8.735388565938296,-9999.0,-11.422999712399069,-9999.0,-15.959889340338789,-9999.0,-7.083661109558682,-9999.0,-8.768849775122339,-9999.0,-11.249898471458119,-9999.0,-5.2752125138076655,-9999.0,-9.867447793967882,-9999.0,-9.55533086869222,-9999.0
